gen		id		dom		parent_id		variation_type		fitness		parent_fitness		fitness		parent_fitness		age		parent_age		num_voxels		parent_num_voxels		material_different_from_parent		mean_material		mean_parent_material		mean_parent_diff_material
568		11947		0		-1		newly_generated		10000000.0		10000000.0		10000000.0		10000000.0		0		10000000.0		10000000.0		10000000.0		
568		11945		0		11911		mutate_weight(-0.064266910553)		10000000.0		0.0		10000000.0		0.0		568		568		8		8		
568		7753		0		7720		survived		0.0		10000000.0		0.0		10000000.0		202		3		10000000.0		10000000.0		
568		11946		0		11915		remove_link		0.0		10000000.0		0.0		10000000.0		568		568		8		8		
568		11942		1		11926		remove_link		10000000.0		10000000.0		10000000.0		10000000.0		1		1		10000000.0		10000000.0		
568		11944		1		11766		add_node		10000000.0		0.0		10000000.0		0.0		568		568		8		8		
568		11911		1		11902		survived		0.0		10000000.0		0.0		10000000.0		568		567		8		8		
568		11926		2		-1		survived		10000000.0		10000000.0		10000000.0		10000000.0		1		10000000.0		10000000.0		10000000.0		
568		11943		2		11925		mutate_function(neg_sqrt_abs-to-absolute)		10000000.0		10000000.0		10000000.0		10000000.0		568		568		8		8		
568		11766		2		11757		survived		0.0		10000000.0		0.0		10000000.0		568		560		8		8		
568		11933		3		11905		mutate_function(sqrt_abs-to-sin)		10000000.0		10000000.0		10000000.0		10000000.0		2		2		10000000.0		10000000.0		
568		11941		3		11918		mutate_weight(-0.0641370167219)		10000000.0		10000000.0		10000000.0		10000000.0		568		568		8		8		
568		11746		3		11729		survived		0.0		10000000.0		0.0		10000000.0		568		559		8		8		
568		11931		4		11920		add_node		10000000.0		10000000.0		10000000.0		10000000.0		2		2		10000000.0		10000000.0		
568		11940		4		11912		add_link		10000000.0		10000000.0		10000000.0		10000000.0		568		568		8		8		
568		11710		4		11693		survived		0.0		10000000.0		0.0		10000000.0		568		557		8		8		
568		11920		5		11905		survived		10000000.0		10000000.0		10000000.0		10000000.0		2		1		10000000.0		10000000.0		
568		11939		5		11462		mutate_function(neg_sqrt_abs-to-absolute)		10000000.0		0.0		10000000.0		0.0		568		568		8		8		
568		11616		5		11604		survived		0.0		10000000.0		0.0		10000000.0		568		553		8		8		
568		11905		6		-1		survived		10000000.0		10000000.0		10000000.0		10000000.0		2		10000000.0		10000000.0		10000000.0		
568		11938		6		11746		mutate_weight(-0.630715387387)		10000000.0		0.0		10000000.0		0.0		568		568		8		8		
568		11462		6		11441		survived		0.0		10000000.0		0.0		10000000.0		568		545		8		8		
568		11934		7		11913		mutate_function(sqrt_abs-to-sin)		10000000.0		10000000.0		10000000.0		10000000.0		3		3		10000000.0		10000000.0		
568		11936		7		11616		remove_node		10000000.0		0.0		10000000.0		0.0		568		568		8		8		
568		11930		8		11884		mutate_function(neg_sqrt_abs-to-square)		10000000.0		10000000.0		10000000.0		10000000.0		3		3		10000000.0		10000000.0		
568		11935		8		11710		mutate_weight(-0.490295517733)		10000000.0		0.0		10000000.0		0.0		568		568		8		8		
568		11928		9		11924		mutate_function(square-to-sqrt_abs)		10000000.0		10000000.0		10000000.0		10000000.0		3		3		10000000.0		10000000.0		
568		11932		9		11923		mutate_function(neg_sqrt_abs-to-sqrt_abs)		10000000.0		10000000.0		10000000.0		10000000.0		568		568		8		8		
568		11927		10		11885		mutate_function(absolute-to-neg_abs)		10000000.0		10000000.0		10000000.0		10000000.0		3		3		10000000.0		10000000.0		
568		11929		10		11922		mutate_function(neg_abs-to-sqrt_abs)		10000000.0		10000000.0		10000000.0		10000000.0		568		568		8		8		
568		11924		11		11884		survived		10000000.0		10000000.0		10000000.0		10000000.0		3		2		10000000.0		10000000.0		
568		11925		11		11710		survived		10000000.0		0.0		10000000.0		0.0		568		567		8		8		
568		11913		12		11885		survived		10000000.0		10000000.0		10000000.0		10000000.0		3		2		10000000.0		10000000.0		
568		11923		12		11903		survived		10000000.0		10000000.0		10000000.0		10000000.0		568		567		8		8		
568		11885		13		11884		survived		10000000.0		10000000.0		10000000.0		10000000.0		3		1		10000000.0		10000000.0		
568		11922		13		11462		survived		10000000.0		0.0		10000000.0		0.0		568		567		8		8		
568		11884		14		-1		survived		10000000.0		10000000.0		10000000.0		10000000.0		3		10000000.0		10000000.0		10000000.0		
568		11918		14		11895		survived		10000000.0		10000000.0		10000000.0		10000000.0		568		567		8		8		
568		11937		15		7753		remove_node		10000000.0		0.0		10000000.0		0.0		202		202		10000000.0		10000000.0		
568		11915		15		11461		survived		10000000.0		0.0		10000000.0		0.0		568		567		8		8		
568		11912		16		11616		survived		10000000.0		0.0		10000000.0		0.0		568		567		8		8		
